0,23.1,7.35,0.45,0,0,0
0,23.3,7.35,0.45,0,0,0
0,23.5,7.35,0.45,0,0,0
0,23.7,7.35,0.45,0,0,0
0,23.9,7.35,0.45,0,0,0
0,24.1,7.35,0.45,0,0,0
0,24.3,7.35,0.45,0,0,0
0,24.5,7.35,0.45,0,0,0
0,24.7,7.35,0.45,0,0,0
0,24.9,7.35,0.45,0,0,0
0,25.1,7.35,0.45,0,0,0
0,25.3,7.35,0.45,0,0,0
0,25.5,7.35,0.45,0,0,0
0,32.5,7.35,0.45,0,0,0
0,32.7,7.35,0.45,0,0,0
0,32.9,7.35,0.45,0,0,0
0,33.1,7.35,0.45,0,0,0
0,33.3,7.35,0.45,0,0,0
0,33.5,7.35,0.45,0,0,0
0,33.7,7.35,0.45,0,0,0
0,33.9,7.35,0.45,0,0,0
0,34.1,7.35,0.45,0,0,0
0,34.3,7.35,0.45,0,0,0
0,34.5,7.35,0.45,0,0,0
0,34.7,7.35,0.45,0,0,0
0,34.9,7.35,0.45,0,0,0
0,23.1,8.05,0.45,0,0,0
0,23.3,8.05,0.45,0,0,0
0,23.5,8.05,0.45,0,0,0
0,23.7,8.05,0.45,0,0,0
0,23.9,8.05,0.45,0,0,0
0,24.1,8.05,0.45,0,0,0
0,24.3,8.05,0.45,0,0,0
0,24.5,8.05,0.45,0,0,0
0,24.7,8.05,0.45,0,0,0
0,24.9,8.05,0.45,0,0,0
0,25.1,8.05,0.45,0,0,0
0,25.3,8.05,0.45,0,0,0
0,25.5,8.05,0.45,0,0,0
0,32.5,8.05,0.45,0,0,0
0,32.7,8.05,0.45,0,0,0
0,32.9,8.05,0.45,0,0,0
0,33.1,8.05,0.45,0,0,0
0,33.3,8.05,0.45,0,0,0
0,33.5,8.05,0.45,0,0,0
0,33.7,8.05,0.45,0,0,0
0,33.9,8.05,0.45,0,0,0
0,34.1,8.05,0.45,0,0,0
0,34.3,8.05,0.45,0,0,0
0,34.5,8.05,0.45,0,0,0
0,34.7,8.05,0.45,0,0,0
0,34.9,8.05,0.45,0,0,0
0,23.1,8.75,0.45,0,0,0
0,23.3,8.75,0.45,0,0,0
0,23.5,8.75,0.45,0,0,0
0,23.7,8.75,0.45,0,0,0
0,23.9,8.75,0.45,0,0,0
0,24.1,8.75,0.45,0,0,0
0,24.3,8.75,0.45,0,0,0
0,24.5,8.75,0.45,0,0,0
0,24.7,8.75,0.45,0,0,0
0,24.9,8.75,0.45,0,0,0
0,25.1,8.75,0.45,0,0,0
0,25.3,8.75,0.45,0,0,0
0,25.5,8.75,0.45,0,0,0
0,32.5,8.75,0.45,0,0,0
0,32.7,8.75,0.45,0,0,0
0,32.9,8.75,0.45,0,0,0
0,33.1,8.75,0.45,0,0,0
0,33.3,8.75,0.45,0,0,0
0,33.5,8.75,0.45,0,0,0
0,33.7,8.75,0.45,0,0,0
0,33.9,8.75,0.45,0,0,0
0,34.1,8.75,0.45,0,0,0
0,34.3,8.75,0.45,0,0,0
0,34.5,8.75,0.45,0,0,0
0,34.7,8.75,0.45,0,0,0
0,34.9,8.75,0.45,0,0,0
0,23.1,9.45,0.45,0,0,0
